"date","swe","Q"
2008-11-06,0,42.3
2008-03-07,6.9,39.2
2008-04-07,11,45.4
2008-05-07,15.9,103
2008-06-07,20.5,2000
2008-07-07,24.7,1200
2008-08-07,28,404
2008-09-07,17,10.7
2008-10-07,0,50
2008-11-07,0,16.9
2008-03-08,7.2,30.1
2008-04-08,11,37.9
2008-05-08,16.6,155
2008-06-08,20.7,1860
2008-07-08,25.4,1120
2008-08-08,28,338
2008-09-08,17,11.8
2008-10-08,0,48.1
2008-11-08,0,49.1
2008-03-09,7.2,28.7
2008-04-09,11.2,36.1
2008-05-09,16.6,229
2008-06-09,20.7,1290
2008-07-09,25.5,1010
2008-08-09,28.1,342
2008-10-09,0,61.1
2008-11-09,0,68.3
2008-03-10,7.2,27
2008-04-10,11.6,48
2008-05-10,16.8,227
2008-06-10,20.7,1220
2008-07-10,25.8,958
2008-08-10,29.2,373
2008-09-10,16.8,23.4
2008-10-10,0,56
2008-11-10,0,59.1
2008-03-11,7.2,28.2
2008-04-11,11.8,38.5
2008-05-11,16.8,198
2008-06-11,20.7,1730
2008-07-11,26.7,925
2008-08-11,29.3,384
2008-09-11,15.4,25.2
2008-10-11,0,55.6
2008-11-11,0,56.9
2008-03-12,7.5,32.7
2008-04-12,12.2,32.7
2008-05-12,17.2,196
2008-06-12,20.8,1430
2008-07-12,27.2,881
2008-08-12,29.2,343
2008-09-12,15.4,69
2008-10-12,0,54.2
2008-11-12,0,49.2
2008-03-13,7.7,27
2008-04-13,12.3,30.4
2008-05-13,17.6,263
2008-06-13,20.8,1240
2008-07-13,27.4,845
2008-08-13,29.1,359
2008-09-13,15.2,90.4
2008-10-13,0,60.4
2008-11-13,0,47.2
2008-03-14,7.8,27.5
2008-04-14,12.3,36.9
2008-05-14,17.7,253
2008-06-14,21,1310
2008-07-14,27.4,825
2008-08-14,29.5,378
2008-09-14,13.9,69
2008-10-14,0,56.4
2008-11-14,0,48.6
2008-03-15,7.8,24
2008-04-15,12.4,44.7
2008-05-15,17.9,181
2008-06-15,21,1680
2008-07-15,27.4,771
2008-08-15,29.6,220
2008-09-15,12.4,58.3
2008-10-15,0,50.8
2008-11-15,0,35.1
2008-03-16,8,29
2008-04-16,12.4,49.5
2008-05-16,18,140
2008-06-16,21,1740
2008-07-16,27.1,696
2008-08-16,29.6,216
2008-09-16,11.8,46
2008-10-16,0,50.9
2008-11-16,0,44.1
2008-03-17,8,44.2
2008-04-17,12.4,48.1
2008-05-17,18.2,142
2008-06-17,21.3,1840
2008-07-17,27.6,660
2008-08-17,29.6,206
2008-09-17,10.8,37.7
2008-10-17,0,51.3
2008-11-17,0,50.9
2008-03-18,8.1,41.9
2008-04-18,12.6,42.1
2008-05-18,18.4,166
2008-06-18,21.3,1930
2008-07-18,27.6,668
2008-08-18,29.1,170
2008-09-18,9.4,33.4
2008-10-18,0,56.2
2008-11-18,0,36.4
2008-12-18,0,0
2008-03-19,8.1,82
2008-04-19,12.7,39.7
2008-05-19,18.5,158
2008-06-19,21.3,1930
2008-07-19,27.6,614
2008-08-19,27.6,120
2008-09-19,7.7,31.9
2008-10-19,0,54.9
2008-11-19,0,39.4
2008-12-19,0,0
2008-03-20,8.1,45
2008-04-20,12.9,43.1
2008-05-20,18.5,391
2008-06-20,21.3,1960
2008-07-20,27.5,613
2008-08-20,27.1,110
2008-09-20,6.2,64.1
2008-10-20,0,55
2008-11-20,0,40.5
2008-12-20,0,0
2008-03-21,8.3,26.7
2008-04-21,13,50.1
2008-05-21,18.5,803
2008-06-21,21.5,1820
2008-07-21,27.4,604
2008-08-21,26,113
2008-09-21,4.7,84.1
2008-10-21,0,55.9
2008-11-21,0,35.9
2008-12-21,0,0
2008-02-22,4.9,411
2008-03-22,8.3,23.9
2008-04-22,13,53.4
2008-05-22,18.5,1200
2008-06-22,21.6,1810
2008-07-22,27.3,581
2008-08-22,24.6,110
2008-09-22,3.4,93.2
2008-10-22,0,59.1
2008-11-22,0,30.7
2008-12-22,0,0
2008-02-23,5.1,417
2008-03-23,8.4,23.7
2008-04-23,13.1,49.9
2008-05-23,18.5,1140
2008-06-23,21.6,1630
2008-07-23,27.1,599
2008-08-23,25.1,93.3
2008-09-23,2.4,72.1
2008-10-23,0,46.9
2008-11-23,0,33.1
2008-12-23,0,0
2008-02-24,5.2,379
2008-03-24,8.7,29.3
2008-04-24,13.1,64.6
2008-05-24,18.6,839
2008-06-24,21.7,1730
2008-07-24,27,659
2008-08-24,25.3,106
2008-09-24,1.2,58.9
2008-10-24,0,31.4
2008-11-24,0,32.7
2008-12-24,0,0
2008-02-25,5.2,326
2008-03-25,8.9,41.4
2008-04-25,13.3,70.8
2008-05-25,19,677
2008-06-25,21.7,1900
2008-07-25,27,620
2008-08-25,25.2,115
2008-09-25,0,52.8
2008-10-25,0,47
2008-11-25,0,24.6
2008-12-25,0,0
2008-02-26,5.2,124
2008-03-26,9,42.4
2008-04-26,13.3,67.2
2008-05-26,19.8,736
2008-06-26,21.7,1880
2008-07-26,27,591
2008-08-26,24.8,128
2008-09-26,0,49.9
2008-10-26,0,46
2008-11-26,0,44.2
2008-12-26,0,0
2008-02-27,5.2,65.6
2008-03-27,9.1,44.4
2008-04-27,13.4,63.6
2008-05-27,19.8,1250
2008-06-27,21.8,1870
2008-07-27,27.2,590
2008-08-27,24.8,135
2008-09-27,0,49.1
2008-10-27,0,46.2
2008-11-27,0,54.8
2008-12-27,0,0
2008-02-28,5.5,51.4
2008-03-28,9.1,40.1
2008-04-28,13.6,55.3
2008-05-28,19.9,1220
2008-06-28,22.2,1830
2008-07-28,27.2,542
2008-08-28,24.5,132
2008-09-28,0,54.3
2008-10-28,0,37.8
2008-11-28,0,47.6
2008-12-28,0,0
2008-02-29,5.6,43.3
2008-03-29,9.1,35.6
2008-04-29,14,58.2
2008-05-29,19.9,1380
2008-06-29,22.3,1810
2008-07-29,27.2,511
2008-08-29,23.7,81.7
2008-09-29,0,52.7
2008-10-29,0,43.8
2008-11-29,0,46.2
2008-12-29,0,0
2008-03-30,9.1,44
2008-04-30,14.1,64.6
2008-05-30,NA,1530
2008-06-30,22.7,1690
2008-07-30,27.1,484
2008-08-30,22.2,72.6
2008-09-30,0,44.3
2008-10-30,0,42.5
2008-11-30,0,41.2
2008-12-30,0,0
2008-03-31,9.4,41.1
2008-05-31,NA,1530
2008-07-31,NA,448
2008-08-31,21.5,63.7
2008-10-31,0,44.3
2008-12-31,NA,0
2009-01-01,0,0
2009-02-01,1.4,0
2009-03-01,7.6,23.4
2009-04-01,10.9,30.7
2009-05-01,16.1,51.3
2009-06-01,18.6,1200
2009-07-01,23.6,1180
2009-08-01,26.3,309
2009-09-01,12.4,115
2009-10-01,0,48.4
2009-11-01,0,89.2
2009-01-02,0,0
2009-02-02,1.5,0
2009-03-02,7.7,32.9
2009-04-02,10.9,27
2009-05-02,16.1,61.2
2009-06-02,18.7,1250
2009-07-02,23.7,1340
2009-08-02,26.3,278
2009-09-02,12.1,70.9
2009-10-02,0,54
2009-11-02,0,89.3
2009-01-03,0,0
2009-02-03,1.6,0
2009-03-03,7.9,34.5
2009-04-03,10.9,30.7
2009-05-03,16.1,85.3
2009-06-03,18.7,1160
2009-07-03,23.7,1430
2009-08-03,27.2,234
2009-09-03,12.2,30.6
2009-10-03,0,58.9
2009-11-03,0,84
2009-01-04,0,0
2009-02-04,1.7,0
2009-03-04,8.2,37.1
2009-04-04,11.2,40.1
2009-05-04,16.1,132
2009-06-04,18.7,1220
2009-07-04,24.5,1420
2009-08-04,27.4,219
2009-09-04,11.4,18.6
2009-10-04,0,67.6
2009-11-04,0,69.5
2009-01-05,0,0
2009-02-05,2.1,0
2009-03-05,8.4,40.1
2009-04-05,11.2,27.3
2009-05-05,16.1,75.2
2009-06-05,18.7,1170
2009-07-05,24.6,1600
2009-08-05,27.5,189
2009-09-05,10.4,18.8
2009-10-05,0,79.4
2009-11-05,0,71.9
2009-01-06,0,0
2009-02-06,2.5,0
2009-03-06,8.5,36.3
2009-04-06,11.3,23.3
2009-05-06,16.2,84.2
2009-06-06,18.7,1130
2009-07-06,24.6,1410
2009-08-06,27.6,167
2009-09-06,9.4,37.1
2009-10-06,0,76.2
2009-11-06,0,72.1
2009-01-07,0,0
2009-02-07,2.7,0
2009-03-07,8.6,42.1
2009-04-07,11.5,29.4
2009-05-07,16.2,110
2009-06-07,18.7,1030
2009-07-07,24.6,1150
2009-08-07,27.5,150
2009-09-07,8.1,35.5
2009-10-07,0,73.4
2009-11-07,0,66.4
2009-01-08,0,0
2009-02-08,2.9,0
2009-03-08,8.6,37.3
2009-04-08,11.8,33.2
2009-05-08,16.2,163
2009-06-08,19.2,879
2009-07-08,24.5,1070
2009-08-08,26.9,127
2009-09-08,7.6,33.4
2009-10-08,0,84.8
2009-11-08,0,64.1
2009-01-09,0,0
2009-02-09,3,0
2009-03-09,8.7,38.3
2009-04-09,11.8,35.2
2009-05-09,16.4,151
2009-06-09,19.3,855
2009-07-09,24.4,989
2009-08-09,26.9,118
2009-09-09,7.1,69.9
2009-10-09,0,93.3
2009-11-09,0,57.2
2009-01-10,0,0
2009-02-10,3.3,0
2009-03-10,8.6,40.6
2009-04-10,12.2,36.7
2009-05-10,16.5,148
2009-06-10,19.6,807
2009-07-10,24.3,876
2009-08-10,26.5,102
2009-09-10,6.6,94.9
2009-10-10,0,88.9
2009-11-10,0,54.2
2009-01-11,0,0
2009-02-11,3.6,0
2009-03-11,8.7,29.1
2009-04-11,12.3,36.7
2009-05-11,16.5,187
2009-06-11,19.7,867
2009-07-11,24.3,805
2009-08-11,26.2,104
2009-09-11,6.3,91.5
2009-10-11,0,75.2
2009-11-11,0,50.3
2009-01-12,0.1,0
2009-02-12,3.7,0
2009-03-12,8.7,32.8
2009-04-12,12.4,37.4
2009-05-12,16.6,298
2009-06-12,19.7,974
2009-07-12,24.3,759
2009-08-12,25.4,102
2009-09-12,5.8,84.9
2009-10-12,0,82.5
2009-11-12,0,50.8
2009-01-13,0.2,0
2009-02-13,3.8,0
2009-03-13,8.9,38
2009-04-13,13,36
2009-05-13,16.7,460
2009-06-13,19.7,1040
2009-07-13,24.6,754
2009-08-13,24.5,95.6
2009-09-13,4.8,84.4
2009-10-13,0,75.6
2009-11-13,0,51.2
2009-01-14,0.4,0
2009-02-14,3.9,0
2009-03-14,8.9,39.2
2009-04-14,13,35.1
2009-05-14,16.7,415
2009-06-14,19.7,1040
2009-07-14,24.7,726
2009-08-14,23.8,98.7
2009-09-14,3.8,87.2
2009-10-14,0,78.5
2009-11-14,0,55
2009-01-15,0.4,0
2009-02-15,4,0
2009-03-15,8.9,44.5
2009-04-15,13,39.4
2009-05-15,17,547
2009-06-15,19.8,1060
2009-07-15,24.6,687
2009-08-15,23.5,112
2009-09-15,3,86.4
2009-10-15,0,80.9
2009-11-15,0,53.4
2009-01-16,0.4,0
2009-02-16,4,0
2009-03-16,9.1,42.3
2009-04-16,13,42.1
2009-05-16,17,774
2009-06-16,19.8,991
2009-07-16,24.4,655
2009-08-16,22.6,116
2009-09-16,2.8,88.7
2009-10-16,0,77.4
2009-11-16,0,51.5
2009-01-17,0,0
2009-02-17,4.1,0
2009-03-17,9.3,32.9
2009-04-17,13,65.4
2009-05-17,17.1,876
2009-06-17,19.8,925
2009-07-17,24.9,589
2009-08-17,21.8,116
2009-09-17,2.1,83.2
2009-10-17,0,77.3
2009-11-17,0,40.6
2009-01-18,0,0
2009-02-18,4.1,0
2009-03-18,9.4,34.2
2009-04-18,13,45.4
2009-05-18,17.1,1030
2009-06-18,19.8,914
2009-07-18,26.1,492
2009-08-18,21.1,112
2009-09-18,0.9,63.7
2009-10-18,0,72
2009-11-18,0,55
2009-01-19,0,0
2009-02-19,4.1,0
2009-03-19,9.7,33.3
2009-04-19,13,48.7
2009-05-19,17.1,1250
2009-06-19,19.8,1010
2009-07-19,26.5,474
2009-08-19,20.1,98.2
2009-09-19,0,54.7
2009-10-19,0,74
2009-11-19,0,63.8
2009-01-20,0,0
2009-02-20,4.1,17.8
2009-03-20,9.9,33.7
2009-04-20,13,70.6
2009-05-20,17.1,1370
2009-06-20,19.6,1480
2009-07-20,26.5,453
2009-08-20,19.3,85.9
2009-09-20,0,53.8
2009-10-20,0,79.9
2009-11-20,0,55.5
2009-01-21,0,0
2009-02-21,4.5,31.6
2009-03-21,9.9,33.6
2009-04-21,13,90
2009-05-21,17.2,1390
2009-06-21,19.5,1650
2009-07-21,26.5,438
2009-08-21,18.5,79
2009-09-21,0,51.3
2009-10-21,0,84.3
2009-11-21,0,61.2
2009-01-22,0.6,0
2009-02-22,4.5,33.5
2009-03-22,9.9,34.2
2009-04-22,13.1,121
2009-05-22,17.3,1470
2009-06-22,19.5,1620
2009-07-22,26.4,425
2009-08-22,17.9,66.4
2009-09-22,0,54.1
2009-10-22,0,88.2
2009-11-22,0,74
2009-01-23,0.7,0
2009-02-23,4.7,29.7
2009-03-23,10,35.9
2009-04-23,13.1,72.5
2009-05-23,17.3,1520
2009-06-23,19.5,1570
2009-07-23,26.3,373
2009-08-23,17.2,52.8
2009-09-23,0,59.9
2009-10-23,0,77.6
2009-11-23,0,60.3
2009-01-24,0.8,0
2009-02-24,4.8,32.9
2009-03-24,10,36.2
2009-04-24,14.1,51.1
2009-05-24,17.9,1590
2009-06-24,21.1,1520
2009-07-24,26.3,366
2009-08-24,16.5,78
2009-09-24,0,55.9
2009-10-24,0,84.2
2009-11-24,0,55.8
2009-01-25,0.9,0
2009-02-25,5,34.7
2009-03-25,10.2,32.1
2009-04-25,14.7,43.4
2009-05-25,17.9,1550
2009-06-25,22.3,1410
2009-07-25,26.2,351
2009-08-25,15.7,111
2009-09-25,0,51.5
2009-10-25,0,79.1
2009-11-25,0,87.5
2009-01-26,0.9,0
2009-02-26,5,35
2009-03-26,10.4,40
2009-04-26,15.4,40.9
2009-05-26,18,1420
2009-06-26,22.5,1680
2009-07-26,26.5,349
2009-08-26,15.2,124
2009-09-26,0,70.8
2009-10-26,0,67.6
2009-01-27,0.8,0
2009-02-27,5.2,29.7
2009-03-27,10.8,29.2
2009-04-27,15.7,51.6
2009-05-27,18.4,1250
2009-06-27,22.8,1740
2009-07-27,26.6,346
2009-08-27,14.9,173
2009-09-27,0,85.6
2009-10-27,0,64.6
2009-01-28,1,0
2009-02-28,5.2,22.1
2009-03-28,10.8,35.7
2009-04-28,15.7,43.5
2009-05-28,18.6,1280
2009-06-28,22.8,1620
2009-07-28,27,345
2009-08-28,14.6,158
2009-09-28,0,72.2
2009-10-28,0,101
2009-01-29,1.1,0
2009-03-29,10.9,48.5
2009-04-29,16,32.7
2009-05-29,NA,1230
2009-06-29,23,1470
2009-07-29,26.8,352
2009-08-29,14.1,118
2009-09-29,0,54
2009-10-29,0,81.4
2009-01-30,1.2,0
2009-03-30,10.9,42.2
2009-04-30,16.1,35
2009-05-30,NA,1140
2009-06-30,23.2,1260
2009-07-30,26.7,351
2009-08-30,13.6,112
2009-09-30,0,50.3
2009-10-30,0,71.9
2009-01-31,1.3,0
2009-03-31,10.9,29.6
2009-05-31,NA,1180
2009-07-31,NA,339
2009-08-31,13,113
2009-10-31,0,76.5
2010-04-01,8.5,92.6
2010-05-01,11,346
2010-06-01,14.3,2040
2010-07-01,17.5,1100
2010-08-01,22.7,293
2010-09-01,16.9,53.7
2010-10-01,0,261
2010-11-01,0,76.1
2010-12-01,0,0
2010-04-02,8.5,79.2
2010-05-02,11,302
2010-06-02,14.3,1870
2010-07-02,18.2,1150
2010-08-02,22.8,398
2010-09-02,16.4,49
2010-10-02,0,265
2010-11-02,0,75.3
2010-12-02,0,0
2010-03-03,5.7,70.9
2010-04-03,9,68.6
2010-05-03,11,317
2010-06-03,14.3,1730
2010-07-03,18.1,1120
2010-08-03,22.9,402
2010-09-03,15.7,17.7
2010-10-03,0,262
2010-11-03,0,71.6
2010-12-03,0,0
2010-03-04,5.8,48.8
2010-04-04,9.1,66.5
2010-05-04,11.2,427
2010-06-04,14.3,1960
2010-07-04,18.3,1040
2010-08-04,22.8,354
2010-09-04,14.5,21.6
2010-10-04,0,184
2010-11-04,0,74.4
2010-12-04,0,0
2010-03-05,5.8,37.1
2010-04-05,9.2,64.5
2010-05-05,11.2,333
2010-06-05,14.3,2670
2010-07-05,18.8,944
2010-08-05,22.7,333
2010-09-05,13.1,51.9
2010-10-05,0,58.7
2010-11-05,0,65
2010-12-05,0,0
2010-03-06,5.8,35.7
2010-04-06,9.3,67.7
2010-05-06,11.4,374
2010-06-06,15,3220
2010-07-06,19,774
2010-08-06,22.7,297
2010-09-06,11.5,84.5
2010-10-06,0,50.7
2010-11-06,0,62.2
2010-12-06,0,0
2010-03-07,5.9,36.1
2010-04-07,9.3,61.3
2010-05-07,11.5,417
2010-06-07,15.1,3510
2010-07-07,19.4,887
2010-08-07,23.3,276
2010-09-07,10.3,92.4
2010-10-07,0,54.8
2010-11-07,0,61.4
2010-12-07,0,0
2010-03-08,6.1,36.3
2010-04-08,9.3,59.2
2010-05-08,11.5,386
2010-06-08,15.5,3830
2010-07-08,19.6,872
2010-08-08,23.3,251
2010-09-08,8.2,138
2010-10-08,0,47.9
2010-11-08,0,58.9
2010-12-08,0,0
2010-03-09,6.3,34.1
2010-04-09,9.5,61.3
2010-05-09,11.5,357
2010-06-09,15.5,3350
2010-07-09,19.7,940
2010-08-09,23.5,237
2010-09-09,7,175
2010-10-09,0,44.5
2010-11-09,0,56.1
2010-12-09,0,0
2010-03-10,6.5,32.1
2010-04-10,9.5,68.4
2010-05-10,11.5,287
2010-06-10,15.5,3210
2010-07-10,19.7,857
2010-08-10,23.4,229
2010-09-10,6.1,155
2010-10-10,0,46.6
2010-11-10,0,59.4
2010-12-10,0,0
2010-03-11,6.6,30.9
2010-04-11,9.5,72.6
2010-05-11,11.6,354
2010-06-11,15.6,2920
2010-07-11,19.7,929
2010-08-11,23.5,174
2010-09-11,4.3,92.2
2010-10-11,0,55.2
2010-11-11,0,50.4
2010-12-11,0,0
2010-03-12,6.6,31.2
2010-04-12,9.6,54.2
2010-05-12,11.7,475
2010-06-12,15.7,3910
2010-07-12,19.7,872
2010-08-12,24.2,152
2010-09-12,2.8,60.8
2010-10-12,0,66.9
2010-11-12,0,48.6
2010-12-12,0,0
2010-03-13,6.6,31
2010-04-13,9.6,39.6
2010-05-13,11.9,465
2010-06-13,15.8,3870
2010-07-13,19.8,805
2010-08-13,24.8,154
2010-09-13,1.8,51.1
2010-10-13,0,74.1
2010-11-13,0,30.2
2010-12-13,0,0
2010-03-14,7.1,33.8
2010-04-14,9.6,33.2
2010-05-14,12.1,518
2010-06-14,15.8,3630
2010-07-14,20.1,730
2010-08-14,24.9,130
2010-09-14,1.8,48.1
2010-10-14,0,62.2
2010-11-14,0,35.2
2010-12-14,0,0
2010-03-15,7.2,31.7
2010-04-15,9.6,32.2
2010-05-15,12.1,713
2010-06-15,15.8,2940
2010-07-15,20.2,610
2010-08-15,25.2,127
2010-09-15,1.2,48.5
2010-10-15,0,55.7
2010-11-15,0,48.6
2010-12-15,0,0
2010-03-16,7.2,31.4
2010-04-16,9.6,33.7
2010-05-16,12.3,933
2010-06-16,15.8,2680
2010-07-16,20.1,478
2010-08-16,25.9,125
2010-09-16,0.2,44.4
2010-10-16,0,58.8
2010-11-16,0,57
2010-12-16,0,0
2010-03-17,7.2,36.7
2010-04-17,9.6,41.6
2010-05-17,12.6,905
2010-06-17,15.8,2490
2010-07-17,19.8,452
2010-08-17,25.7,145
2010-09-17,0,40.2
2010-10-17,0,49.7
2010-11-17,0,54.8
2010-12-17,0,0
2010-03-18,7.3,40.6
2010-04-18,9.6,49.2
2010-05-18,12.6,839
2010-06-18,15.8,2130
2010-07-18,20.1,463
2010-08-18,25.4,233
2010-09-18,0,30.9
2010-10-18,0,47.3
2010-11-18,0,49.1
2010-12-18,0,0
2010-03-19,7.4,45.5
2010-04-19,9.6,77.3
2010-05-19,12.9,950
2010-06-19,15.9,2070
2010-07-19,20.2,451
2010-08-19,25.3,235
2010-09-19,0,21.1
2010-10-19,0,55.5
2010-11-19,0,56.5
2010-12-19,0,0
2010-03-20,7.4,33.4
2010-04-20,9.6,99.7
2010-05-20,13,990
2010-06-20,16,2040
2010-07-20,19.9,429
2010-08-20,25.8,144
2010-09-20,0,41.5
2010-10-20,0,52.1
2010-11-20,0,51
2010-12-20,0,0
2010-03-21,7.4,30.6
2010-04-21,9.8,117
2010-05-21,13.3,1070
2010-06-21,16,1890
2010-07-21,19.8,419
2010-08-21,25.6,63.5
2010-09-21,0,37.1
2010-10-21,0,52.5
2010-11-21,0,59.6
2010-12-21,0,0
2010-03-22,7.4,40.4
2010-04-22,10.1,122
2010-05-22,13.6,1280
2010-06-22,16.3,1680
2010-07-22,19.2,424
2010-08-22,25.1,105
2010-09-22,0,34.6
2010-10-22,0,50
2010-11-22,0,52.8
2010-12-22,0,0
2010-03-23,7.4,51.2
2010-04-23,10.1,164
2010-05-23,13.6,1510
2010-06-23,16.6,1510
2010-07-23,19.8,396
2010-08-23,24.3,116
2010-09-23,0,34.8
2010-10-23,0,60.8
2010-11-23,0,45.4
2010-12-23,0,0
2010-03-24,7.6,49
2010-04-24,10.2,231
2010-05-24,13.7,1650
2010-06-24,16.7,1540
2010-07-24,21.4,352
2010-08-24,23.5,113
2010-09-24,0,27.8
2010-10-24,0,63.9
2010-11-24,0,2.45
2010-12-24,0,0
2010-03-25,7.7,49.9
2010-04-25,10.8,245
2010-05-25,13.7,1360
2010-06-25,16.7,1470
2010-07-25,21.6,310
2010-08-25,23.6,118
2010-09-25,0,51.5
2010-10-25,0,60.5
2010-11-25,0,0
2010-12-25,0,0
2010-03-26,8.2,54.4
2010-04-26,10.9,371
2010-05-26,14,1210
2010-06-26,16.9,1400
2010-07-26,21.6,313
2010-08-26,23.5,107
2010-09-26,0,28.3
2010-10-26,0,74.4
2010-11-26,0,0
2010-12-26,0,0
2010-03-27,8.3,53.8
2010-04-27,11,370
2010-05-27,14,1490
2010-06-27,17.1,1420
2010-07-27,21.7,286
2010-08-27,22.9,68
2010-09-27,0,15
2010-10-27,0,47.6
2010-11-27,0,0
2010-12-27,0,0
2010-03-28,8.3,50.1
2010-04-28,11,366
2010-05-28,14.3,1780
2010-06-28,17.3,1310
2010-07-28,21.7,270
2010-08-28,21.8,23.7
2010-09-28,0,32.9
2010-10-28,0,42.6
2010-11-28,0,0
2010-12-28,0,0
2010-03-29,8.3,53.8
2010-04-29,11,455
2010-05-29,NA,2430
2010-06-29,17.5,1140
2010-07-29,21.9,307
2010-08-29,20,47.7
2010-09-29,0,146
2010-10-29,0,67.5
2010-11-29,0,0
2010-12-29,0,0
2010-03-30,8.4,61.8
2010-04-30,11,415
2010-05-30,NA,2330
2010-06-30,17.6,1120
2010-07-30,22.2,320
2010-08-30,19.3,46.7
2010-09-30,0,253
2010-10-30,0,69.7
2010-11-30,0,0
2010-12-30,0,0
2010-03-31,8.4,76.5
2010-05-31,NA,2200
2010-07-31,NA,341
2010-08-31,17.9,42.7
2010-10-31,0,64.7
2010-12-31,NA,0
2011-01-01,0,0
2011-02-01,3.9,0
2011-03-01,9.5,58.1
2011-04-01,14.4,44.5
2011-05-01,18.5,103
2011-06-01,23.9,1090
2011-07-01,33.3,3430
2011-08-01,48.3,882
2011-09-01,51,224
2011-10-01,12.1,81.6
2011-11-01,0,80.4
2011-12-01,0,0
2011-01-02,0,0
2011-02-02,3.9,0
2011-03-02,9.7,51.6
2011-04-02,14.4,44.5
2011-05-02,18.5,96.3
2011-06-02,23.9,1500
2011-07-02,33.4,3090
2011-08-02,48.5,923
2011-09-02,50,184
2011-10-02,10.1,160
2011-11-02,0,69.8
2011-12-02,0,0
2011-01-03,0,0
2011-02-03,3.9,0
2011-03-03,9.7,56
2011-04-03,14.6,55.3
2011-05-03,18.5,86.1
2011-06-03,24,2070
2011-07-03,33.3,2950
2011-08-03,48.8,868
2011-09-03,49.2,155
2011-10-03,7.8,209
2011-11-03,0,44.9
2011-12-03,0,0
2011-01-04,0,0
2011-02-04,3.9,0
2011-03-04,9.7,56.4
2011-04-04,14.6,71
2011-05-04,18.6,90.9
2011-06-04,24.2,2230
2011-07-04,34.3,2720
2011-08-04,49.1,776
2011-09-04,48.4,132
2011-10-04,6.5,205
2011-11-04,0,46.1
2011-12-04,0,0
2011-01-05,0,0
2011-02-05,4,0
2011-03-05,10,50.7
2011-04-05,14.7,57.3
2011-05-05,19,98.2
2011-06-05,24.2,2510
2011-07-05,34.5,2520
2011-08-05,49.3,655
2011-09-05,47.3,119
2011-10-05,4.2,206
2011-11-05,0,57.9
2011-12-05,0,0
2011-01-06,0,0
2011-02-06,4.1,0
2011-03-06,10.1,53.3
2011-04-06,14.6,58.7
2011-05-06,20.4,75.5
2011-06-06,24.3,2790
2011-07-06,34.6,2310
2011-08-06,49.4,590
2011-09-06,46,144
2011-10-06,2.4,200
2011-11-06,0,49.5
2011-12-06,0,0
2011-01-07,0,0
2011-02-07,4.1,0
2011-03-07,10.5,54.9
2011-04-07,14.6,68.9
2011-05-07,20.6,86.7
2011-06-07,24.7,3070
2011-07-07,35.2,2360
2011-08-07,49.3,592
2011-09-07,44.9,320
2011-10-07,0.9,132
2011-11-07,0,24.7
2011-12-07,0,0
2011-01-08,0,0
2011-02-08,4.1,0
2011-03-08,10.7,58.3
2011-04-08,14.6,86.3
2011-05-08,21.3,111
2011-06-08,25,3040
2011-07-08,35.3,2570
2011-08-08,49,626
2011-09-08,43.6,353
2011-10-08,0,96.9
2011-11-08,0,23.4
2011-12-08,0,0
2011-01-09,0,0
2011-02-09,4,0
2011-03-09,10.8,56.2
2011-04-09,14.6,67.9
2011-05-09,21.3,166
2011-06-09,25.1,2940
2011-07-09,35.3,2880
2011-08-09,48.7,587
2011-09-09,42.5,285
2011-10-09,0,109
2011-11-09,0,22.9
2011-12-09,0,0
2011-01-10,0.2,0
2011-02-10,4.6,0
2011-03-10,10.9,56.2
2011-04-10,14.7,68.1
2011-05-10,21.4,325
2011-06-10,25.3,2820
2011-07-10,36,2600
2011-08-10,48.5,470
2011-09-10,42.8,194
2011-10-10,0,105
2011-11-10,0,24.1
2011-12-10,0,0
2011-01-11,0.6,0
2011-02-11,4.6,0
2011-03-11,10.9,61.2
2011-04-11,14.7,59.8
2011-05-11,21.5,534
2011-06-11,25.4,2780
2011-07-11,36.2,2450
2011-08-11,48.5,447
2011-09-11,42.6,136
2011-10-11,0,100
2011-11-11,0,28
2011-12-11,0,0
2011-01-12,0.4,0
2011-02-12,4.6,0
2011-03-12,10.9,59
2011-04-12,14.7,54.4
2011-05-12,21.6,543
2011-06-12,25.5,2680
2011-07-12,36.3,2200
2011-08-12,49.5,428
2011-09-12,41.6,142
2011-10-12,0,102
2011-11-12,0,47.2
2011-12-12,0,0
2011-01-13,0.4,0
2011-02-13,4.7,0
2011-03-13,11.1,61.2
2011-04-13,14.8,57
2011-05-13,21.7,407
2011-06-13,26,2600
2011-07-13,36.3,2370
2011-08-13,50.2,415
2011-09-13,40.1,178
2011-10-13,0,91.5
2011-11-13,0,56.6
2011-12-13,0,0
2011-01-14,0.4,0
2011-02-14,4.9,0
2011-03-14,11.1,56.7
2011-04-14,14.8,86.9
2011-05-14,21.7,375
2011-06-14,26.5,2450
2011-07-14,36.6,2310
2011-08-14,50.2,405
2011-09-14,39.1,139
2011-10-14,0,91.5
2011-11-14,0,51.9
2011-12-14,0,0
2011-01-15,0.3,0
2011-02-15,5.2,0
2011-03-15,11.1,62
2011-04-15,14.8,83.4
2011-05-15,21.7,430
2011-06-15,26.8,2490
2011-07-15,38.1,2100
2011-08-15,50.2,422
2011-09-15,37.1,157
2011-10-15,0,99.5
2011-11-15,0,50.7
2011-12-15,0,0
2011-01-16,0.1,0
